4.372306,6.678172,-2.613163,2.208534
4.372306,6.678172,-2.613163,2.208534
4.372306,6.678172,-2.613163,2.209657
4.372306,6.678172,-2.613163,2.209657
4.372306,6.678172,-2.613163,2.209657
4.372306,6.678172,-2.613163,2.218139
4.372306,6.678172,-2.613163,2.218139
4.372306,6.678172,-2.613163,2.220975
4.372306,6.678172,-2.613163,2.220975
4.372306,6.678172,-2.613163,2.223676
4.372306,6.678172,-2.613163,2.223676
4.298212,6.639695,-2.579551,2.227332
4.298212,6.639695,-2.579551,2.227332
4.298212,6.639695,-2.579551,2.227332
4.298212,6.639695,-2.579551,2.231897
4.298212,6.639695,-2.579551,2.231897
4.298212,6.639695,-2.579551,2.238047
4.298212,6.639695,-2.579551,2.238047
4.298212,6.639695,-2.579551,2.238047
4.229157,6.567614,-2.508239,2.238491
4.229157,6.567614,-2.508239,2.238491
4.229157,6.567614,-2.508239,2.246487
4.229157,6.567614,-2.508239,2.246487
4.229157,6.567614,-2.508239,2.246487
4.229157,6.567614,-2.508239,2.254103
4.229157,6.567614,-2.508239,2.254103
4.229157,6.567614,-2.508239,2.266642
4.229157,6.567614,-2.508239,2.266642
4.229157,6.567614,-2.508239,2.266642
4.229157,6.567614,-2.508239,2.278502
4.161407,6.505997,-2.448020,2.278502
4.161407,6.505997,-2.448020,2.289262
4.161407,6.505997,-2.448020,2.289262
4.161407,6.505997,-2.448020,2.289262
4.161407,6.505997,-2.448020,2.300585
4.161407,6.505997,-2.448020,2.300585
4.161407,6.505997,-2.448020,2.311498
4.161407,6.505997,-2.448020,2.311498
4.161407,6.505997,-2.448020,2.311498
4.107799,6.438747,-2.405177,2.322296
4.107799,6.438747,-2.405177,2.322296
4.107799,6.438747,-2.405177,2.332958
4.107799,6.438747,-2.405177,2.332958
4.107799,6.438747,-2.405177,2.332958
4.107799,6.438747,-2.405177,2.343510
4.107799,6.438747,-2.405177,2.343510
4.107799,6.438747,-2.405177,2.353572
4.107799,6.438747,-2.405177,2.353572
4.107799,6.438747,-2.405177,2.353572
4.107799,6.438747,-2.405177,2.363512
4.025129,6.346081,-2.361250,2.363512
4.025129,6.346081,-2.361250,2.371960
4.025129,6.346081,-2.361250,2.371960
4.025129,6.346081,-2.361250,2.371960
4.025129,6.346081,-2.361250,2.378993
4.025129,6.346081,-2.361250,2.378993
4.025129,6.346081,-2.361250,2.386441
4.025129,6.346081,-2.361250,2.386441
3.970517,6.294942,-2.334634,2.386441
3.970517,6.294942,-2.334634,2.399523
3.970517,6.294942,-2.334634,2.399523
3.970517,6.294942,-2.334634,2.399523
3.917766,6.243314,-2.321677,2.412941
3.917766,6.243314,-2.321677,2.419175
3.917766,6.243314,-2.321677,2.419175
3.917766,6.243314,-2.321677,2.425332
3.917766,6.243314,-2.321677,2.425332
3.917766,6.243314,-2.321677,2.425332
3.917766,6.243314,-2.321677,2.430991
3.917766,6.243314,-2.321677,2.430991
3.917766,6.243314,-2.321677,2.434818
3.844399,6.167333,-2.267700,2.438463
3.791629,6.093266,-2.254100,2.441558
3.791629,6.093266,-2.254100,2.441558
3.791629,6.093266,-2.254100,2.441558
3.791629,6.093266,-2.254100,2.444302
3.791629,6.093266,-2.254100,2.444302
3.791629,6.093266,-2.254100,2.446814
3.791629,6.093266,-2.254100,2.446814
3.791629,6.093266,-2.254100,2.446814
3.791629,6.093266,-2.254100,2.449929
3.791629,6.093266,-2.254100,2.449929
3.791629,6.093266,-2.254100,2.452571
3.791629,6.093266,-2.254100,2.452571
3.777623,6.070150,-2.250783,2.452571
3.777623,6.070150,-2.250783,2.455413
3.777623,6.070150,-2.250783,2.455413
3.777623,6.070150,-2.250783,2.459552
3.777623,6.070150,-2.250783,2.459552
3.777623,6.070150,-2.250783,2.459552
3.777623,6.070150,-2.250783,2.463136
3.777623,6.070150,-2.250783,2.463136
3.777623,6.070150,-2.250783,2.466191
3.711390,5.968137,-2.235667,2.466191
3.711390,5.968137,-2.235667,2.466191
3.711390,5.968137,-2.235667,2.469102
3.711390,5.968137,-2.235667,2.469102
3.711390,5.968137,-2.235667,2.471157
3.711390,5.968137,-2.235667,2.471157
3.711390,5.968137,-2.235667,2.471157
3.711390,5.968137,-2.235667,2.473473
3.711390,5.968137,-2.235667,2.473473
3.711390,5.968137,-2.235667,2.475321
3.711390,5.968137,-2.235667,2.475321
3.711390,5.968137,-2.235667,2.475321
3.643790,5.886610,-2.177051,2.477439
3.643790,5.886610,-2.177051,2.477439
3.643790,5.886610,-2.177051,2.479457
3.643790,5.886610,-2.177051,2.479457
3.643790,5.886610,-2.177051,2.479457
3.643790,5.886610,-2.177051,2.482094
3.643790,5.886610,-2.177051,2.482094
3.585231,5.800295,-2.160905,2.483532
3.585231,5.800295,-2.160905,2.483532
3.585231,5.800295,-2.160905,2.483532
3.585231,5.800295,-2.160905,2.484902
3.585231,5.800295,-2.160905,2.484902
3.585231,5.800295,-2.160905,2.485489
3.585231,5.800295,-2.160905,2.485489
3.585231,5.800295,-2.160905,2.485489
3.585231,5.800295,-2.160905,2.486408
3.585231,5.800295,-2.160905,2.486408
3.585231,5.800295,-2.160905,2.487282
3.585231,5.800295,-2.160905,2.487282
3.585231,5.800295,-2.160905,2.487282
3.538996,5.717304,-2.145131,2.488473
3.538996,5.717304,-2.145131,2.488473
3.538996,5.717304,-2.145131,2.488891
3.538996,5.717304,-2.145131,2.488891
3.538996,5.717304,-2.145131,2.488891
3.538996,5.717304,-2.145131,2.490722
3.538996,5.717304,-2.145131,2.490722
3.538996,5.717304,-2.145131,2.493897
3.538996,5.717304,-2.145131,2.493897
3.538996,5.717304,-2.145131,2.493897
3.538996,5.717304,-2.145131,2.496564
3.538996,5.717304,-2.145131,2.496564
3.538996,5.717304,-2.145131,2.500176
3.476042,5.612294,-2.094610,2.500176
3.476042,5.612294,-2.094610,2.500176
3.476042,5.612294,-2.094610,2.503974
3.476042,5.612294,-2.094610,2.503974
3.476042,5.612294,-2.094610,2.507234
3.476042,5.612294,-2.094610,2.507234
3.476042,5.612294,-2.094610,2.507234
3.476042,5.612294,-2.094610,2.412134
3.424509,5.507175,-2.059761,2.412134
3.424509,5.507175,-2.059761,2.317034
3.424509,5.507175,-2.059761,2.317034
3.424509,5.507175,-2.059761,2.317034
3.424509,5.507175,-2.059761,2.221934
