4.335511,6.657253,2.223502
4.220199,6.561584,2.262748
4.123830,6.457394,2.323190
4.026558,6.351118,2.377957
3.921940,6.243673,2.415037
3.823337,6.127987,2.444442
3.732648,6.005600,2.465323
3.642863,5.880612,2.479080
3.557934,5.750098,2.494708
3.492032,5.636144,2.437858
3.447305,5.552059,2.301620
3.418752,5.500769,2.122329
3.395908,5.457309,1.952813
3.365314,5.381357,1.854904
3.319770,5.246448,1.875458
3.291244,5.114504,1.961523
3.283325,4.997775,2.059104
3.278724,4.874873,2.153354
3.271173,4.748522,2.241982
3.262503,4.615640,2.320282
3.251446,4.472935,2.377874
3.233424,4.321791,2.404167
3.212592,4.168603,2.404830
3.183172,4.019261,2.379686
3.148931,3.875734,2.333199
3.113441,3.738212,2.272758
3.065880,3.605303,2.210098
3.003588,3.469402,2.172449
2.926921,3.337237,2.147741
2.843153,3.208410,2.135708
2.751035,3.084476,2.136303
2.641464,2.975902,2.140266
2.520265,2.880433,2.149635
2.392092,2.798633,2.172949
2.264021,2.738247,2.234922
2.136467,2.697878,2.312231
1.997269,2.673085,2.374592
1.847966,2.646467,2.401062
1.697228,2.618237,2.424899
1.548312,2.594990,2.455064
1.398679,2.581046,2.480330
1.241310,2.574351,2.511310
1.090045,2.571284,2.518255
0.973961,2.568641,2.438513
0.875184,2.566124,2.300512
0.766599,2.565339,2.161278
0.640207,2.573757,2.095978
0.500426,2.598822,2.150733
0.373848,2.638604,2.236579
0.261473,2.681730,2.330355
0.143240,2.731255,2.416856
0.005612,2.797937,2.441375
-0.130098,2.859593,2.398338
-0.270089,2.917009,2.393716
-0.415028,2.966909,2.426160
-0.561335,3.007237,2.451118
-0.710539,3.041427,2.471911
-0.862134,3.062457,2.491469
-1.014939,3.076977,2.509312
-1.168219,3.092409,2.516707
-1.322064,3.102745,2.508037
-1.476356,3.100902,2.503325
-1.630441,3.092854,2.513006
-1.783920,3.082122,2.519841
-1.936824,3.065805,2.505833
-2.089198,3.041191,2.492621
-2.239974,3.013429,2.503765
-2.389317,2.983690,2.531229
-2.537868,2.946996,2.551700
-2.684144,2.901356,2.570137
-2.830673,2.855537,2.585883
-2.978482,2.812576,2.597915
-3.125143,2.765400,2.607985
-3.268881,2.709226,2.612259
-3.411605,2.650721,2.607149
-3.555641,2.596920,2.593746
-3.699941,2.542924,2.581290
-3.841407,2.481729,2.579106
-3.979465,2.412754,2.585744
-4.117167,2.342908,2.591099
-4.251885,2.269760,2.607523
-4.386617,2.196544,2.625493
-4.521625,2.122160,2.634521
-4.652997,2.041442,2.642756
-4.785574,1.964488,2.660038
-4.919671,1.888339,2.650546
-5.050959,1.809102,2.645283
-5.183427,1.727548,2.657096
-5.318235,1.646200,2.675724
-5.440819,1.571555,2.642047
-5.547136,1.506019,2.543704
-5.649208,1.445040,2.432001
-5.756766,1.380953,2.341004
-5.878760,1.305728,2.300384
-6.011769,1.229069,2.324615
-6.140342,1.176698,2.391920
-6.274520,1.133550,2.457010
-6.416736,1.087119,2.491194
-6.562773,1.035330,2.496306
-6.707488,0.980574,2.487883
-6.841181,0.920094,2.441215
-6.947803,0.864607,2.339717
-7.030309,0.817348,2.212492
-7.142785,0.740023,2.163184
-7.260863,0.634082,2.173592
-7.355927,0.516630,2.195839
-7.441494,0.392085,2.228419
-7.522398,0.264744,2.262147
-7.587168,0.128947,2.296195
-7.640656,-0.014786,2.312634
-7.692187,-0.159667,2.328123
-7.732463,-0.307147,2.347352
-7.759361,-0.458974,2.358998
-7.780438,-0.611820,2.366254
-7.783754,-0.760948,2.405665
-7.764817,-0.910075,2.438303
-7.737371,-1.060362,2.463549
-7.718624,-1.210090,2.503609
-7.703721,-1.359696,2.510218
-7.687170,-1.510431,2.475695
-7.668483,-1.663654,2.452765
-7.646474,-1.816500,2.465940
-7.619090,-1.963271,2.506745
-7.584685,-2.109394,2.538544
-7.543446,-2.258577,2.544100
-7.497133,-2.406736,2.539852
-7.446949,-2.552166,2.530311
-7.393452,-2.695310,2.507828
-7.336994,-2.833934,2.471174
