-4.695184,-4.029241,1.249917
-4.587421,-3.982596,1.249938
-4.481951,-3.931172,1.249958
-4.377163,-3.878163,1.249973
-4.277816,-3.815712,1.249982
-4.175311,-3.758562,1.249989
-4.068063,-3.710863,1.249993
-3.959040,-3.667364,1.249996
-3.850787,-3.621985,1.249998
-3.749617,-3.562522,1.249998
-3.654358,-3.493909,1.249999
-3.554928,-3.431518,1.249999
-3.454421,-3.370921,1.249999
-3.352838,-3.312012,1.250000
-3.253408,-3.250377,1.250000
-3.160961,-3.178351,1.250000
-3.056738,-3.123964,1.250000
-2.956575,-3.062799,1.250000
-2.856037,-3.002221,1.250003
-2.754393,-2.943470,1.249987
-2.655481,-2.880455,1.250114
-2.557667,-2.815200,1.249836
-2.460590,-2.750309,1.250755
-2.362307,-2.685768,1.250460
-2.305389,-2.647000,1.322578
-2.282558,-2.629408,1.451866
-2.268864,-2.618011,1.592063
-2.250660,-2.604548,1.718654
-2.228257,-2.589059,1.833972
-2.202828,-2.572096,1.942015
-2.175546,-2.554211,2.046777
-2.147587,-2.535957,2.152253
-2.119688,-2.517627,2.261587
-2.090384,-2.498193,2.373574
-2.057501,-2.476207,2.485631
-2.018871,-2.450220,2.595171
-1.972595,-2.419114,2.699767
-1.917808,-2.383010,2.797587
-1.853890,-2.342324,2.886939
-1.780907,-2.297459,2.966824
-1.701569,-2.248773,3.038899
-1.619194,-2.196612,3.105428
-1.535321,-2.141211,3.166615
-1.448698,-2.082633,3.219429
-1.358486,-2.021090,3.261998
-1.266300,-1.957411,3.297833
-1.174123,-1.892583,3.331345
-1.081529,-1.827745,3.362789
-0.986787,-1.763897,3.389786
-0.890665,-1.699767,3.410670
-0.794995,-1.633326,3.424769
-0.699774,-1.565320,3.434624
-0.604363,-1.497443,3.443843
-0.508414,-1.430538,3.453752
-0.412043,-1.364088,3.462046
-0.315221,-1.297959,3.467636
-0.217607,-1.232876,3.472047
-0.118889,-1.169521,3.476752
-0.019168,-1.107754,3.481161
0.081243,-1.047035,3.484081
0.181812,-0.986512,3.485774
0.281923,-0.925222,3.487020
0.381031,-0.862309,3.488548
0.479499,-0.798407,3.490364
0.578344,-0.735217,3.491958
0.677998,-0.673367,3.493087
0.777830,-0.611537,3.494002
0.877151,-0.548393,3.494966
0.975844,-0.484576,3.495820
1.074135,-0.421873,3.496165
1.172807,-0.360511,3.496199
1.273501,-0.298232,3.497068
1.376765,-0.233506,3.498123
1.475401,-0.171056,3.486277
1.559591,-0.117784,3.444403
1.626956,-0.075485,3.369731
1.680632,-0.042170,3.270128
1.723886,-0.015761,3.153709
1.759984,0.005821,3.028592
1.792187,0.024650,2.902880
1.822823,0.042240,2.782062
1.852143,0.058844,2.665807
1.880118,0.074551,2.552999
1.906719,0.089447,2.442521
1.931915,0.103619,2.333259
1.955678,0.117153,2.224096
1.978006,0.130140,2.113940
1.999603,0.142765,2.002312
2.021914,0.155311,1.889379
2.046421,0.168066,1.775337
2.074605,0.181320,1.660384
2.107948,0.195360,1.544718
2.148708,0.211168,1.429910
2.206397,0.236185,1.330390
2.292973,0.279786,1.267228
2.398029,0.329080,1.251185
2.505834,0.376258,1.250928
2.613768,0.422256,1.249987
2.722765,0.465859,1.250021
2.831920,0.509029,1.250002
2.940794,0.552817,1.250061
3.049445,0.597676,1.249725
3.157923,0.641095,1.250808
3.266155,0.693613,1.245075
3.345515,0.734974,1.297610
3.385783,0.752684,1.421730
3.411399,0.763362,1.546462
3.428800,0.770575,1.664634
3.441818,0.775988,1.778208
3.454284,0.781265,1.889145
3.470029,0.788070,1.999408
3.492530,0.797911,2.110706
3.522469,0.811063,2.222763
3.559203,0.827212,2.334356
3.602078,0.846045,2.444258
3.650476,0.867259,2.551232
